id	name	email	specilization	borough	address	zip
5fecf8ae87df037e102bd037916cd1d6	Billy Geris	billy_geris_10022@gmail.com	pulmonologist	Jackson Heights	600 W 150th Ste. 4	10022
1701d9e8dadb55c9bc570c01caa15328	Rita Grigiene	rita_grigiene_10128@gmail.com	endocrinologist	Brooklyn	245 West 19th Street #CF	10128
83665e4ee2ea1959cedc70449d6e451e	Ramy Hanna	ramy_hanna_10013@gmail.com	toxicologists	Queens	435 Fort Washington Avenue Suite 1C	10013
14b57c4b53f4c3af2b666df645161824	Giovannie Jean-Baptiste	giovannie_jean-baptiste_10456@gmail.com	urologist	New York	"1001 Grand Concourse, #13"	10456
92bbe102c2bc57212a79cde2604094ec	Keith Kouroupos	keith_kouroupos_11373@gmail.com	gynecologist	Manhattan	40-04 Bowne St	11373
f3ce64cd89054cc1c9a946c9b9bbce47	Miroslawa Kudej	miroslawa_kudej_11355@gmail.com	diabetologists	Queens	37-11 88th Street	11355
02bd56a287b04975ad76e932a59465ee	Robert La Penna	robert_la_penna_11219@gmail.com	dermatologist	Manhattan	416 37 St	11219
9f4605f79babba9a82c0d23f827468a7	James Laffertey	james_laffertey_11355@gmail.com	ophthalmologist	Staten Island	314 West 14th Street	11355
bc529e2df06d4e2ab0397a3887790ded	John Maese	john_maese_10021@gmail.com	oncologist	Bronx	121A West 20th Street	10021
3108ca24a0ed7a7fce101bc77653d59c	Larisa Malisova	larisa_malisova_11372@gmail.com	endocrinologist	Flushing	211-16 Union Turnpike	11372
0a69790d8105529e408bf2dc9728261a	Lenard Marchetta	lenard_marchetta_11402@gmail.com	pulmonologist	Flushing	88-01 Parson Blvd	11402
10e5b673f8b7d8ebc802cae2a4f85253	Joseph Marchisella	joseph_marchisella_11422@gmail.com	dermatologist	Staten Island	64-12 Fresh Pond Rd	11422
aaf4d77197ae33666027d16288ffb322	John McCarthy	john_mccarthy_10306@gmail.com	general practitioner	Cedarhurst	55 Midland Avenue	10306
c6a727223dc3914c34a32f971f52096c	Viola Ortiz	viola_ortiz_10312@gmail.com	allergologists	Cedarhurst	2248 Richmond Road	10312
ee73659bf24643c40d71cc82f13d7d77	Paolo Perrone	paolo_perrone_11516@gmail.com	rheumatologist	Brooklyn	110-45 Queens Boulevard Suite A	11516
0c0a5f32ab6602c9e75b693d9cb1501a	John Petrungaro	john_petrungaro_10453@gmail.com	infectiologist	New York	3071 Perry Avenue	10453
d456a8daa10712be4d35b7e653c29eb6	David Pfaff	david_pfaff_11422@gmail.com	general practitioner	New York	64-12 Fresh Pond Rd	11422
85b90a6adc369cffba76222d0f4b5a5e	Alex Racco	alex_racco_10453@gmail.com	oncologist	Brooklyn	"2385 Arthur Avenue, Suite 206"	10453
7fb5c9e2636d51a47e69422afc900dd4	Nair Ramachandran	nair_ramachandran_11230@gmail.com	cardiologist	Queens	437 Mother Gaston Blvd	11230
9030faeb66d759e9ebc5f82abea5db0d	Veronika Romashova	veronika_romashova_11230@gmail.com	surgeon	Staten Island	178 EAST 85TH STREET 4TH FLOOR	11230
93b0d0ce60eb455900b15c315275d3d8	M. Fawzy Saleem	m._fawzy_saleem_11220@gmail.com	endocrinologist	New York	60 East Plaza Street	11220
1ea349922b77a39e14325a6d49b15e95	Bart Savino	bart_savino_11373@gmail.com	pediatrician	Manhattan	131-24 Rockaway Blvd	11373
5d19b4a7cb06d8f4078d18362f76a8ac	Anna Marie Scopellito-Olsen	anna_marie_scopellito-olsen_11379@gmail.com	cardiologist	Cedarhurst	95-42 Roosevelt Avenue	11379
926b0ed27978a55c6fd8c4d75b0ea4bd	Donna Seminara	donna_seminara_11372@gmail.com	ophthalmologist	Jackson Heights	117-06 225th Street 1st Floor	11372
8738a008789ed0acd6c5cfdb04df4a25	Miguel Tirado	miguel_tirado_11220@gmail.com	psychologist	Staten Island	247 Grand St	11220
f522b25e966cd00a5a2e8b1c88a49a71	Renata Ukowska	renata_ukowska_10032@gmail.com	allergologists	Queens	217 Grand Street	10032
d6e91667128153ea9e3d92983c41f9ff	Salvatore Volpe	salvatore_volpe_11379@gmail.com	urologist	Queens	95-42 Roosevelt Avenue	11379
c11cc6141f1bbdff712f24f2dde5f92f	Jamshad Wyne	jamshad_wyne_10011@gmail.com	pulmonologist	Queens	"251 E 33rd Street, 3rd floor"	10011
3f60810eede7415bd1afc70265755de9	David Fastman	david_fastman_10468@gmail.com	general practitioner	Cedarhurst	320 East 188th Street	10468
3902d5337d60ea60aacb77332aff77c6	Michael Moretti	michael_moretti_11694@gmail.com	rheumatologist	Queens	391 East 149th Street	11694
8bc754b44ca7544025f3f9a595faad99	Igor Ryndin	igor_ryndin_11217@gmail.com	infectiologist	New York	12102 Hillside Avenue	11217
914b04c957eeceb8fc16e9379cdb43d5	Svetlana Ten	svetlana_ten_11218@gmail.com	nephrologist	Queens	596 Pennsylvania Avenue	11218
3999dae772b4d639ab382d8ce8a63304	Vijaya Lakshmi Chandrakant	vijaya_lakshmi_chandrakant_10467@gmail.com	ophthalmologist	Cedarhurst	"4742 White Plains Rd, Ste1"	10467
318a9509676a8f0b1784ef2343ac5e9c	Nataly Larson	nataly_larson_10044@gmail.com	dermatologist	Staten Island	911 Park Avenue	10044
c0226f53aa81d3cc851d2a627e782cc1	Nancy Wallach	nancy_wallach_11373@gmail.com	general practitioner	Brooklyn	112-03 Queens Blvd.	11373
9680e741ce4c650e7531a1ec62cefc4a	Ahmad Kamal Aslam	ahmad_kamal_aslam_10453@gmail.com	gastroenterologist	Brooklyn	2494 Williamsbridge Rd.	10453
ed81a990130ea88a97faded35a29709f	Ghanshyam Bhambhani	ghanshyam_bhambhani_10021@gmail.com	pulmonologist	Flushing	15 Wadsworth Ave.	10021
a65b849d548f5703bb915942e0d3a57a	Sarat Bhumi MD	sarat_bhumi_md_11354@gmail.com	infectiologist	Jackson Heights	9317 Roosevelt Ave	11354
37ee7bbbb130ba7aca472508ac960ecc	Aaron Freilich	aaron_freilich_11203@gmail.com	infectiologist	Staten Island	739 Knickerbocker Avenue	11203
dfdf3efc4070fa7bd7177117e313e94b	Richard Friedlander	richard_friedlander_11203@gmail.com	urologist	Bronx	1718 Pitkin Avenue	11203
7ef8a0bbbe9ed1f0a6d51c2378a9bb5c	Sohah Iqbal	sohah_iqbal_11203@gmail.com	nephrologist	Cedarhurst	739 Knickerbocker Avenue	11203
d11735b04c62720bcb8f6ad155380fb5	Manuel Lopez	manuel_lopez_10472@gmail.com	endocrinologist	Brooklyn	1211 White Plains Rd	10472
00ad8be3357ad20376e993026b0c94b0	Myo Maw	myo_maw_11217@gmail.com	psychologist	Staten Island	2083 East 65 Street	11217
e50f4903fe6bc65c427d1f03c0504521	Sameet Palkhiwala	sameet_palkhiwala_11205@gmail.com	gynecologist	Manhattan	863 50th street suite M5	11205
93d62806ed6f48bf8f8fb548261a1b4d	Arun Palkhiwala	arun_palkhiwala_11203@gmail.com	ophthalmologist	New York	450 Clarkson Ave	11203
9b99d873d5dfe5699151de7148de75fe	Gopi Punukollu	gopi_punukollu_11238@gmail.com	urologist	Brooklyn	1446 Broadway Avenue	11238
0c60b2be3fb58722ba563f5722fe1feb	Furqan Tejani	furqan_tejani_10065@gmail.com	oncologist	Brooklyn	435 fort Washington Avenue	10065
34166613b9be1b8f28d83a175585ba84	Lainie Hurst	lainie_hurst_10467@gmail.com	infectiologist	Staten Island	2015 Grand Concourse	10467
6f35d31cc730c98251e4201b318819eb	Stella Ilyayeva	stella_ilyayeva_10306@gmail.com	diabetologists	New York	55 Midland Avenue	10306
14f3a1a7d1f5e6d34c8ed4af7573150b	Tooraj Zahedi	tooraj_zahedi_10034@gmail.com	dermatologist	Queens	46 Fort Washington Avenue #2	10034
fbc4de2c643b6374ce6883eb5663a290	Joel Baum	joel_baum_11373@gmail.com	rheumatologist	Cedarhurst	42-60 Main Street Suite 1C	11373
e72d28ae49aee882e7adc5f9e0875a50	Rounak Ahmed	rounak_ahmed_11103@gmail.com	urologist	Jackson Heights	93-20 A Roosevelt Avenue	11103
7963726559cb70a30a3ab32f37b0d4fd	Khurram Awan	khurram_awan_11692@gmail.com	surgeon	Flushing	13710 FRANKLIN AVE	11692
1ae2a1940c3bb3265e9cbedb0be11c40	Mohammad Bhatti	mohammad_bhatti_10453@gmail.com	oncologist	Bronx	1216 Beach Ave #1	10453
057ad26f614fdd244f6bd90ada36298b	Mohammad Bhatti	mohammad_bhatti_10467@gmail.com	oncologist	Brooklyn	2015 Grand Concourse	10467
8028dc8600b5d283323e96740b3f2114	Meera Boppana	meera_boppana_11216@gmail.com	gastroenterologist	Staten Island	7318 13th Avenue	11216
43cdc9f4ce905d9d86d0762c87e6b428	Yeahseon Bruinings	yeahseon_bruinings_11372@gmail.com	dermatologist	Manhattan	629 West 185th Street	11372
daacf85ca4366fefb22aaa85d38889e9	Kevin Charlotten	kevin_charlotten_10011@gmail.com	gastroenterologist	Brooklyn	210 E 86th St	10011
e0cbb2a163675c561752cb46c5bfb48c	Joseph Delimon	joseph_delimon_11211@gmail.com	oncologist	New York	1153 58th Street	11211
6356bec587c12dcecbfee4b8c27386ed	Mergie Desir	mergie_desir_11368@gmail.com	rheumatologist	Staten Island	9425 59th Avenue Suite f7	11368
fd33af7386e3a4ffef8237699c6e04b8	Allan Detweiler	allan_detweiler_11372@gmail.com	cardiologist	Bronx	87-59 171st Street	11372
7bcc5cd47922bd4d2f25dedd91796f99	Rudrama Duggirala	rudrama_duggirala_10034@gmail.com	gastroenterologist	Queens	707 West 171st Suite A	10034
636a4959d80c2c437beb8f5dd57a69d8	Marjorie Dugue	marjorie_dugue_11377@gmail.com	diabetologists	Brooklyn	196-15 Hillside Ave	11377
547bf130b155abf32043532fc0ad0e47	Gloria Dunnder Leacock	gloria_dunnder_leacock_11206@gmail.com	dermatologist	Queens	136-30 MAPLE AVENUE #2F	11206
83347ddcf25424532cd4c6c1ca83cd89	Tahira Farooqi Ghaffar	tahira_farooqi_ghaffar_11104@gmail.com	general practitioner	Staten Island	8020 Broadway Suite 1F	11104
8801427c278c358c0949c813e64c1400	Emmanuel Fashakin	emmanuel_fashakin_11373@gmail.com	diabetologists	Brooklyn	131-24 Rockaway Blvd	11373
aa0948f9a2794ee50cf59d4f5f0e3cad	James Flesher	james_flesher_10467@gmail.com	hematologist	Manhattan	2015 Grand Concourse	10467
7b3eb7658af24a620cfecc5521c21f31	Tahira Ghaffar	tahira_ghaffar_11210@gmail.com	gastroenterologist	Staten Island	443 Linden Blvd	11210
afeb76b8d16799d7000670335691dbbc	Mery Gomez	mery_gomez_11427@gmail.com	dermatologist	Jackson Heights	39-07 Prince St. Suite 3J	11427
867d693eba9b79710507b55083d9b048	Asbar Haaris	asbar_haaris_11355@gmail.com	general practitioner	Jackson Heights	201 East 69th St	11355
28f279d87bbabe61fa5715c9f15d4bca	Jung-ah Han	jung-ah_han_10016@gmail.com	diabetologists	Flushing	594 Broadway Suite 310	10016
6918e48a9b676a2d6d9e95c45bb9b058	Tarek Hegazi	tarek_hegazi_10022@gmail.com	urologist	Flushing	435 Fort Washington Avenue #1H	10022
d94fe76f0e39896eff12a39af9b69912	Jia Hong	jia_hong_11042@gmail.com	urologist	Queens	4039 Junction Blvd	11042
e326ae49478bdc0ff9ce55cf6c4e025d	Syed Najeeb Hussaini	syed_najeeb_hussaini_11356@gmail.com	rheumatologist	Brooklyn	1468 Richmond Avenue Ste B	11356
045f09412418475a3782eb0335d64911	Lina Hwang	lina_hwang_10023@gmail.com	dermatologist	New York	120 E. 36th Street	10023
ecaaf5d804fde1307548d84524d3882f	Ernst Jean	ernst_jean_10016@gmail.com	ophthalmologist	Brooklyn	140 Wadsworth Avenue	10016
226c2191611580f13552d08d369d3a56	Karin Kalkstein	karin_kalkstein_10011@gmail.com	gynecologist	Staten Island	328 East 61st Street	10011
b7f5bee682a1e9ff50826da7592d5d3d	Byung Kang	byung_kang_11377@gmail.com	pediatrician	Jackson Heights	196-15 Hillside Ave	11377
e7e7ce5508c6660adcd6b4d25a15f41b	Andrew Kim	andrew_kim_11215@gmail.com	cardiologist	Flushing	"2310 65th Street, 2nd floor"	11215
f353f52676fd2d23ce1925b1ac373a99	Bernard Levine	bernard_levine_11205@gmail.com	hematologist	Brooklyn	189 Montague St. Ste 700	11205
8a65359094e87180057a25a574d20e2b	Joseph Louis	joseph_louis_11373@gmail.com	gynecologist	Jackson Heights	90-10 Elmhurst Avenue	11373
54f49fd57ad35fcfc60112212d7ee106	Durga Maddineni	durga_maddineni_11355@gmail.com	general practitioner	New York	95-42 Roosevelt Ave	11355
d3939f3e82f4b6b0a1f0bff6c9069f11	Alfredo Maduro	alfredo_maduro_11354@gmail.com	toxicologists	Manhattan	"113-11 Jamaica Ave,"	11354
5620cc67dfd13f056b831ebe559d0630	Alma Mesquita	alma_mesquita_11236@gmail.com	gastroenterologist	New York	8008 Third Avenue	11236
fa96f05683219520088b3c2be2f996a6	STELLA MILOS	stella_milos_10312@gmail.com	pediatrician	Bronx	4335 Hylan Blvd	10312
38cf432fcd42d775fc2aaecb92986a48	Donna Murphy	donna_murphy_10453@gmail.com	nephrologist	Queens	3071 Perry Avenue	10453
540a0775a3817416d1dfd2edf398da6b	Yi Ngai	yi_ngai_10030@gmail.com	surgeon	Queens	600 West 150th Street	10030
f358f4632130b1e06e949f8b40599805	Alvaro Olayo	alvaro_olayo_11220@gmail.com	surgeon	New York	"730 58th Street, 1F"	11220
437e1cc31c9238e7aa601ef163bd7fee	"Mohammed Osmani, MD"	"mohammed_osmani,_md_11373@gmail.com"	nephrologist	Queens	410 Lakeville Road	11373
05953d8d4ef82944f6e9721bc1db6c1c	Punyadechi Photangtham	punyadechi_photangtham_11224@gmail.com	dermatologist	Bronx	520 Neptune avenue	11224
ff7e67761a4c5ed6d5a5908df8799c40	Joseph Pierre	joseph_pierre_10016@gmail.com	infectiologist	Brooklyn	64 Nagle Avenue	10016
89e5ce554eabc121beee5b303ca59931	Ambrose Pipia	ambrose_pipia_10467@gmail.com	allergologists	Cedarhurst	2015 Grand Concourse	10467
6b18e1a849b969bdbc206fe7e842de5c	Hifza Qureshi	hifza_qureshi_10032@gmail.com	ophthalmologist	Queens	1627 Broadway	10032
3f851c361e50cc5003c020c17cffad4a	Farooq Umar Qureshi	farooq_umar_qureshi_11203@gmail.com	allergologists	Jackson Heights	1236 Fulton Street	11203
f9ded071ef3a83c9f206526572feca60	Rumana A. Rahman	rumana_a._rahman_10021@gmail.com	cardiologist	Flushing	15 Wadsworth Ave.	10021
a71ab94eb40f9e661330f29f18d23c17	Diego Ratzlaff	diego_ratzlaff_11377@gmail.com	surgeon	Queens	205-16 Linden blvd	11377
efd4d49d066fb5588bc794bbc24ba691	Zamar Raza	zamar_raza_10453@gmail.com	hematologist	Jackson Heights	3071 Perry Avenue	10453
13f349bf3744f10c2c2b121450ae390b	Michele Reed	michele_reed_11211@gmail.com	general practitioner	Jackson Heights	445 Park Avenue	11211
ae3d68b9f7131ce085ab3388a289127c	Michele Reed	michele_reed_11209@gmail.com	rheumatologist	Manhattan	1262 Ocean Parkway	11209
1d9f6ece68c2189094f140587f85386e	Darnley Renaud	darnley_renaud_11372@gmail.com	gynecologist	Jackson Heights	629 West 185th Street	11372
98014bf139b0c7a3e14831c514a3bcbe	Shazia Sami	shazia_sami_11372@gmail.com	allergologists	Jackson Heights	38-34 Parsons Blvd #1-D	11372
e9e70f8f14410cc353dde32b82d4413c	Michael Sands	michael_sands_10304@gmail.com	endocrinologist	Brooklyn	-305 Seguine Avenue	10304
c6b5b85b3c93ef0df163066d9e49d64e	Saulius Skeivys	saulius_skeivys_10467@gmail.com	psychologist	Manhattan	170 W.233Rd Street	10467
6109f56026182501439058856806ca1c	Jesse Stoff	jesse_stoff_10462@gmail.com	general practitioner	New York	3765 Riverdale Avenue - Suite 7	10462
a5b9fafc26c1c190283f7919e526bc3d	Sophia Streete-Smalls	sophia_streete-smalls_11215@gmail.com	urologist	Queens	1700 Flatbush Ave	11215
c3db4f8aa69143e1bf6da6bbb2da1d11	SURENDRA SUGRIM	surendra_sugrim_10472@gmail.com	gynecologist	Queens	1211 White Plains Rd	10472
eb6d57983c7ccc8859fc21c485887e39	Ida Tetro	ida_tetro_11402@gmail.com	gynecologist	Staten Island	88-01 Parson Blvd	11402
84f82bb4a8e253cf38b9b5ba2286ae60	Michael Tugetman	michael_tugetman_10453@gmail.com	surgeon	Cedarhurst	"2385 Arthur Avenue, Suite 206"	10453
b496ef2be245958babbf287c8323040e	Rojasudha Vatti	rojasudha_vatti_11355@gmail.com	pulmonologist	Staten Island	29-28 41st Avenue	11355
f77c002a4306b45523e1d0b1b45337b0	Suzanne Walker	suzanne_walker_10001@gmail.com	cardiologist	Cedarhurst	2201 Amsterdam Avenue	10001
758591ccd804e20cc1bcb777941fa697	Fei Wang	fei_wang_11203@gmail.com	gynecologist	Brooklyn	739 Knickerbocker Avenue	11203
23dca6c32a37b4fd4b194f3ff6a86b7c	John Wat	john_wat_11216@gmail.com	urologist	Cedarhurst	7318 13th Avenue	11216
6506d224dbe4fa49839d13702c895b11	Amy Xioa Chen Ma	amy_xioa_chen_ma_11354@gmail.com	rheumatologist	Queens	"113-11 Jamaica Ave,"	11354
79e33fe45426c52f1d285652c2cc8b20	Pin Mei Yao	pin_mei_yao_11355@gmail.com	diabetologists	Manhattan	87-46 168th Street	11355
7d224c3c532d417524ffc4e61e84a2a5	Kyi Win Yu	kyi_win_yu_11211@gmail.com	cardiologist	Cedarhurst	445 Park Avenue	11211
df66c34af6e9da1a99d3edd836edd275	Xiaoxia Zhang	xiaoxia_zhang_11374@gmail.com	gynecologist	Staten Island	142-10B Roosevelt Ave	11374
415ae06502fc512119ac1b58099a08eb	Dalai Zhou	dalai_zhou_11220@gmail.com	pediatrician	New York	247 Grand St	11220
5a074069ea0b1ac3de919e6b2d454d04	Joseph Frager	joseph_frager_11355@gmail.com	pediatrician	Bronx	43-20A Roosevelt Avenue	11355
bd955fee89486376ff9e9009ba47524b	Barbara Berger	barbara_berger_10044@gmail.com	rheumatologist	Manhattan	911 Park Avenue	10044
d3a1c97072fc9f3b40e3c9c2415da0ff	Qaiser Abbas	qaiser_abbas_10024@gmail.com	gynecologist	Jackson Heights	4250 Broadway Suite 1A	10024
4b32830638a8d9d7b8e133c71bb3e30f	Violet Abemayor	violet_abemayor_10011@gmail.com	pulmonologist	New York	"251 E 33rd Street, 3rd floor"	10011
dca2b276591bbe358653e1edd5a53c5e	Erie Agustin	erie_agustin_10019@gmail.com	surgeon	Staten Island	40 Montgomery Street	10019
994f4d1634c03572779fd4dc372ca4c0	Sultan Ahmed	sultan_ahmed_11435@gmail.com	allergologists	Flushing	"39-07 Prince Street, Suite 3A"	11435
12e16dc4d7db4f0eb6bdcfc84a80e1de	Shamim Ahmed	shamim_ahmed_11229@gmail.com	endocrinologist	Queens	1166 Eastern Parkway	11229
2d2370b91f0ece1fc50583e15e0515ad	Nazia Ajani	nazia_ajani_11373@gmail.com	toxicologists	Cedarhurst	"41-50 78th St., Ground Fl."	11373
04bd506f0de282f12099a32722cbdc53	MOHAMMAD AKHTAR	mohammad_akhtar_10453@gmail.com	endocrinologist	Staten Island	2494 Williamsbridge Rd.	10453
67c830597e99f5ea7873847e24eccfd8	Tasbirul Alam	tasbirul_alam_10021@gmail.com	diabetologists	Queens	121A West 20th Street	10021
d4add71b392e7dbe98364b860649e5c3	Mamoun Alhajjouman	mamoun_alhajjouman_11220@gmail.com	psychologist	New York	"730 58th Street, 1F"	11220
32b01f98cda7d50535e4b7c40a15a5f8	Lucia Alva	lucia_alva_10044@gmail.com	oncologist	Brooklyn	911 Park Avenue	10044
a04df21e6f9936c952ead98e29ca3358	William Ankobiah	william_ankobiah_11206@gmail.com	infectiologist	Jackson Heights	136-30 MAPLE AVENUE #2F	11206
4b287f25152a1432d3f4f0cb05761b60	Obiora Anyoku	obiora_anyoku_10044@gmail.com	endocrinologist	Brooklyn	911 Park Avenue	10044
76d01324668a1135a3bc83784162c521	Luz Ares	luz_ares_11230@gmail.com	toxicologists	Brooklyn	100 Ross Street	11230
231146b440a549d50e9904ba2468e9e9	Khaleeq Arshed	khaleeq_arshed_11230@gmail.com	cardiologist	Manhattan	258 Henry Street	11230
024e4e36bdbe352d5df7ade81874a45a	Khin Aung	khin_aung_11377@gmail.com	diabetologists	New York	"136-20 38th Avenue, Suite 6C"	11377
f347960e213cdb53d06cb956c5b7445c	SABINA AWWAL	sabina_awwal_11208@gmail.com	psychologist	Queens	2091 Nostrand Ave	11208
a9ef52116274069e1ec4182a76dc8da9	Farzana Aziz	farzana_aziz_10468@gmail.com	allergologists	Queens	"1807 Randall Avenue,"	10468
7734fbf9d30595cebbdb23a97b33d3f6	Farzana Aziz	farzana_aziz_10462@gmail.com	surgeon	Cedarhurst	3010 Grand Concourse	10462
cd743d4e5008682e395122eb17b32ff1	Daysi Baez	daysi_baez_11368@gmail.com	rheumatologist	Jackson Heights	"112-03 Queens Blvd, Suite 207"	11368
9b3244d79d7fe9cffffc6c32b083b25a	Daysi Baez	daysi_baez_11435@gmail.com	allergologists	Manhattan	87 08 Justice Avenue	11435
7bc80103a1579b3b277dbdd4b332a95a	Mayer Ballas	mayer_ballas_11423@gmail.com	infectiologist	Flushing	"36-09 Main Street, Suite 8C"	11423
4ecd253909378519e43141656a851959	Lionel Barrau	lionel_barrau_10452@gmail.com	dermatologist	Cedarhurst	1560 GRAND CONCOURSE	10452
3f89751aeb5061d7c341dd0082959405	Francisco Bautista	francisco_bautista_11422@gmail.com	infectiologist	Staten Island	5716 Myrtle Avenue	11422
96253e3be84a09f78ec3c0ce3f68370d	Hector Becil	hector_becil_10022@gmail.com	gynecologist	Queens	33 W. 125th St	10022
dfd45ecbd9e53dd281fe8fedeba9bff2	Shamim A. Begum	shamim_a._begum_11373@gmail.com	gynecologist	Brooklyn	37-44 75th Street	11373
56f678e84a082ea6b80b19390812f5da	Eric Behrens	eric_behrens_11104@gmail.com	pediatrician	Staten Island	"87-08 Justice Ave, Ste CS"	11104
c63462d135719a731ddb4411f5d8ceb3	Marie Belotte	marie_belotte_11372@gmail.com	endocrinologist	Flushing	142-03 60th Ave	11372
175882616d4b3ada9654435bec48cc26	Marco A. Benitez	marco_a._benitez_10028@gmail.com	hematologist	Staten Island	"380 2nd Avenue, Suite 1002"	10028
614ee19aff5a32f24c9cea6a4eb99b0b	Subrahmanya Bhat	subrahmanya_bhat_11377@gmail.com	pulmonologist	Brooklyn	87-04 Rockaway Beach Blvd	11377
7a1029912d9f7e5c1e54c8279da8a33c	MUHAMMAD BILLAH	muhammad_billah_11355@gmail.com	ophthalmologist	Bronx	314 West 14th Street	11355
c9dad9833cbb3e0bc539d305a5ac3a1e	Luis Blanco	luis_blanco_10453@gmail.com	psychologist	Queens	607 Soundview Ave	10453
a88d2a43350a11d65e7a796355e297c2	Daniel Boccardo	daniel_boccardo_10033@gmail.com	gynecologist	Staten Island	"3410-3418 Broadway, 2nd floor"	10033
b92cb691c0434808b553d37a39282710	Jessica Borrero	jessica_borrero_11355@gmail.com	toxicologists	Bronx	"176-60 Union Turnpike, Suite 145"	11355
35a155f909859f7b667d94801c136de3	Ida Bronfman	ida_bronfman_10021@gmail.com	pulmonologist	Cedarhurst	895 PARK AVENUE	10021
e365a1107e84ea78ab6ff4476d15407f	Daniel Buff	daniel_buff_11235@gmail.com	rheumatologist	Queens	471 Hart Street	11235
cb8d752e57e1d1bb32f9bc008da8a206	Kent B. Cao	kent_b._cao_11211@gmail.com	ophthalmologist	Manhattan	3031 Bedford Avenue	11211
e176d3fd38381744e269a4dba8849b09	Katie Carmen	katie_carmen_10312@gmail.com	gynecologist	Queens	2248 Richmond Road	10312
08e5c8c9665b2983fe61872a3d7c82aa	CANDIDA CATUCCI	candida_catucci_11211@gmail.com	oncologist	Queens	1153 58th Street	11211
816bd942a8a948450e377ce335d7e18a	Tak Chan	tak_chan_11220@gmail.com	nephrologist	Flushing	706 Banner Ave.	11220
f156a180dc7e76fb4fa3e41c0ed1891c	Steve C Chang	steve_c_chang_11418@gmail.com	pulmonologist	Queens	711 Cedar Lawn	11418
b0845a1397cb3a1857beadfb6627be28	Mariamma G. Chelagiri	mariamma_g._chelagiri_10453@gmail.com	cardiologist	Bronx	139-16 91st Avenue	10453
2d5c6969abda7e9ff41b101c3363bd87	Yuping Chen	yuping_chen_11220@gmail.com	pediatrician	Bronx	745 Nostrand Avenue	11220
